movie_title,wiki_summary
"Misérables, Les (1995)","Les Misérables is a 1995 French war film written, produced and directed by Claude Lelouch."
Mixed Nuts (1994),"Mixed Nuts is a 1994 Christmas dark comedy film directed by Nora Ephron, based on the 1982 French comedy film Le Père Noël est une ordure."
"Modern Affair, A (1995)",A Modern Affair is a 1996 independent feature film directed by Vern Oakley and produced by Tribe Pictures.
Moll Flanders (1996),"Moll Flanders is a 1996 American period drama film starring Robin Wright and Morgan Freeman, loosely based on the 1722 novel of the same name by Daniel Defoe."
Mondo (1996),Mondo films are a subgenre of exploitation films and documentary films.
Money Talks (1997),Money Talks is a 1997 American action comedy film directed by Brett Ratner (in his directorial debut) and starring Chris Tucker and Charlie Sheen.
Money Train (1995),Money Train is a 1995 American action comedy film directed by Joseph Ruben from the screenplay by Doug Richardson and David Loughery.
"Month by the Lake, A (1995)","A Month by the Lake is a 1995 romantic comedy film starring Vanessa Redgrave, Edward Fox and Uma Thurman."
Monty Python and the Holy Grail (1974),"Monty Python and the Holy Grail is a 1975 British comedy film satirizing the Arthurian legend, written and performed by the Monty Python comedy group (Graham Chapman, John Cleese, Terry Gilliam, Eric Idle, Terry Jones, and Michael Palin) and directed by Gilliam and Jones in their feature directorial debuts."
Monty Python's Life of Brian (1979),"Monty Python's Life of Brian (also known as Life of Brian) is a 1979 British comedy film starring and written by the comedy group Monty Python (Graham Chapman, John Cleese, Terry Gilliam, Eric Idle, Terry Jones and Michael Palin)."
Moonlight and Valentino (1995),"Moonlight and Valentino is a 1995 comedy-drama film directed by David Anspaugh starring Elizabeth Perkins, Gwyneth Paltrow, Kathleen Turner, Whoopi Goldberg and Jon Bon Jovi."
Mortal Kombat (1995),Mortal Kombat is a 1995 American fantasy action film directed by Paul W. S. Anderson and written by Kevin Droney.
Mortal Kombat: Annihilation (1997),Mortal Kombat Annihilation is a 1997 American martial arts fantasy film directed by John R. Leonetti in his directorial debut.
"Mostro, Il (1994)","The Monster (Italian: Il mostro) is a 1994 Italian-French comedy film, starring Roberto Benigni as a man who is mistaken by police profilers for a serial killer due to a misunderstanding of the man's strange behavior."
Mother (1996),"Mother is a 1996 American comedy-drama film directed by Albert Brooks, co-written by Brooks with Monica Johnson, and starring Brooks and Debbie Reynolds as son and mother."
Mother Night (1996),Mother Night is a 1996 American romantic war drama film produced and directed by Keith Gordon.
Mouse Hunt (1997),Mouse Hunt is a 1997 American slapstick black comedy film written by Adam Rifkin and directed by Gore Verbinski in his feature film directorial debut.
Mr. Holland's Opus (1995),Mr.
Mr. Jones (1993),Mr.
Mr. Magoo (1997),Mr.
Mr. Smith Goes to Washington (1939),Mr.
Mr. Wonderful (1993),Mr.
Mr. Wrong (1996),Mr.
"Mrs. Brown (Her Majesty, Mrs. Brown) (1997)","Mrs Brown (also released in cinemas as Her Majesty, Mrs Brown) is a 1997 British drama film starring Judi Dench, Billy Connolly, Geoffrey Palmer, Antony Sher, and Gerard Butler in his film debut."
Mrs. Dalloway (1997),"Mrs Dalloway is a 1997 British drama film, a co-production by the United Kingdom, the United States, and the Netherlands, directed by Marleen Gorris and stars Vanessa Redgrave, Natascha McElhone and Michael Kitchen.Based on the 1925 novel by Virginia Woolf, and moving continually between the present and the past that is in the characters' heads, it covers a day in the life of Mrs Dalloway, wife of a prosperous politician in London."
Mrs. Doubtfire (1993),Mrs.
Mrs. Parker and the Vicious Circle (1994),Mrs.
Mrs. Winterbourne (1996),Mrs.
Much Ado About Nothing (1993),Much Ado About Nothing is a 1993 romantic comedy film based on William Shakespeare's play of the same name.
Mulholland Falls (1996),"Mulholland Falls is a 1996 American neo-noir crime thriller film directed by Lee Tamahori, written by Pete Dexter, and starring an ensemble cast featuring Nick Nolte, Jennifer Connelly, Chazz Palminteri, Michael Madsen, Chris Penn, Melanie Griffith, Andrew McCarthy, Treat Williams, and John Malkovich."
Multiplicity (1996),"Multiplicity is a 1996 American science fiction comedy film starring Michael Keaton and Andie MacDowell about a man able to duplicate himself by machine, each duplicate developing a different personality, causing problems."
Muppet Treasure Island (1996),Muppet Treasure Island is a 1996 American musical swashbuckler comedy film directed by Brian Henson and the fifth theatrical film featuring the Muppets.
Murder at 1600 (1997),Murder at 1600 is a 1997 American action thriller film directed by Dwight Little and starring Wesley Snipes and Diane Lane.
Murder in the First (1995),"Murder in the First is a 1995 American legal drama film, directed by Marc Rocco, written by Dan Gordon, and starring Christian Slater, Kevin Bacon, Gary Oldman, Embeth Davidtz, Brad Dourif, William H. Macy, and R. Lee Ermey."
"Murder, My Sweet (1944)","Murder, My Sweet (released as Farewell, My Lovely in the United Kingdom) is a 1944 American film noir, directed by Edward Dmytryk and starring Dick Powell, Claire Trevor and Anne Shirley (in her final film before retirement)."
Muriel's Wedding (1994),Muriel's Wedding is a 1994 Australian comedy-drama film written and directed by P. J. Hogan.
Mute Witness (1994),Police Story is a 1996 Indian Kannada-language action film directed by Thriller Manju from a story written by S. S. David.
My Crazy Life (Mi vida loca) (1993),Mi Vida Loca (also known as My Crazy Life) is a 1993 American coming-of-age drama film directed and written by Allison Anders.
My Fair Lady (1964),My Fair Lady is a 1964 American musical comedy-drama film adapted from the 1956 Lerner and Loewe stage musical based on George Bernard Shaw's 1913 stage play Pygmalion.
My Family (1995),"My Family is a 1995 American independent drama film directed by Gregory Nava, written by Nava and Anna Thomas, and starring Jimmy Smits, Edward James Olmos, and Esai Morales."
My Favorite Season (1993),"My Favorite Season (French: Ma saison préférée) is a 1993 French drama film directed by André Téchiné, co-written by Téchiné and Pascal Bonitzer, and starring Catherine Deneuve, Daniel Auteuil, and Marthe Villalonga."
My Favorite Year (1982),"My Favorite Year is a 1982 American comedy film released by Metro-Goldwyn-Mayer, directed by Richard Benjamin and written by Norman Steinberg and Dennis Palumbo from a story written by Palumbo."
My Fellow Americans (1996),My Fellow Americans is a 1996 American political comedy film directed by Peter Segal.
My Left Foot (1989),"My Left Foot: The Story of Christy Brown, also known simply as My Left Foot, is a 1989 biographical comedy-drama film directed by Jim Sheridan adapted by Sheridan and Shane Connaughton from the 1954 memoir of the same name by Christy Brown."
My Life and Times With Antonin Artaud (En compagnie d'Antonin Artaud) (1993),This is a list of films and miniseries that are based on actual events.
My Life as a Dog (Mitt liv som hund) (1985),"My Life as a Dog (Swedish: Mitt liv som hund) is a Swedish drama film which was released to cinemas in Sweden on 12 December 1985, directed by Lasse Hallström."
My Man Godfrey (1936),"My Man Godfrey is a 1936 American screwball comedy film directed by Gregory La Cava and starring William Powell and Carole Lombard, who had been briefly married years before appearing together in the film."
My Own Private Idaho (1991),"My Own Private Idaho is a 1991 American independent adventure drama film written and directed by Gus Van Sant, loosely based on Shakespeare's Henry IV, Part 1, Henry IV, Part 2, and Henry V. The story follows two friends, Mike Waters and Scott Favor, played by River Phoenix and Keanu Reeves respectively, as they embark on a journey of personal discovery that takes them from Portland, Oregon, to Mike's hometown in Idaho, and then to Rome in search of Mike's mother."
Mystery Science Theater 3000: The Movie (1996),"Mystery Science Theater 3000: The Movie is a 1996 American science fiction comedy film and a film adaptation of the television series Mystery Science Theater 3000, produced and set between the series' sixth and seventh seasons."
Nadja (1994),"Nadja is a 1994 American horror film written and directed by Michael Almereyda, and starring Elina Löwensohn in the title role and Peter Fonda as Abraham Van Helsing."
Naked (1993),"Naked is a 1993 British black comedy drama film written and directed by Mike Leigh and starring David Thewlis as Johnny, a loquacious intellectual and conspiracy theorist."
Naked Gun 33 1/3: The Final Insult (1994),"Naked Gun 33+1⁄3: The Final Insult is a 1994 American crime comedy film, and the third and final installment in The Naked Gun film series, which was based on the television series Police Squad!."
Naked in New York (1994),"Naked in New York is a 1993 American romantic comedy film directed by Daniel Algrant and starring Eric Stoltz, Mary-Louise Parker, Ralph Macchio, Jill Clayburgh, Tony Curtis, Timothy Dalton, and Kathleen Turner, and featuring multiple celebrity cameos, including William Styron listing all of his authored, penned and film work, Whoopi Goldberg as a bas-relief mask, and former New York Dolls singer David Johansen as a talking monkey, which were arranged by executive producer Martin Scorsese."
National Lampoon's Senior Trip (1995),"National Lampoon's Senior Trip is a 1995 American comedy film for the National Lampoon magazine franchise, directed by Kelly Makin."
Natural Born Killers (1994),"Natural Born Killers is a 1994 American crime film directed by Oliver Stone and starring Woody Harrelson, Juliette Lewis, Robert Downey Jr., Tommy Lee Jones, and Tom Sizemore."
Nelly & Monsieur Arnaud (1995),Nelly and Mr.
Nemesis 2: Nebula (1995),Nemesis 2: Nebula is a 1995 science fiction film directed by Albert Pyun.
"Neon Bible, The (1995)","The Neon Bible is a 1995 drama film written and directed by Terence Davies, based on the novel of the same name by John Kennedy Toole."
"Net, The (1995)","The Net is a 1995 American action thriller film directed by Irwin Winkler and starring Sandra Bullock, Jeremy Northam, and Dennis Miller."
"NeverEnding Story III, The (1994)",The NeverEnding Story III: Escape from Fantasia (also known as: The NeverEnding Story III: Return to Fantasia) is a 1994 fantasy-adventure film.
"New Age, The (1994)","The New Age is a 1994 comedy-drama film written and directed by Michael Tolkin, and starring Peter Weller and Judy Davis."
New Jersey Drive (1995),New Jersey Drive is a 1995 crime drama film written and directed by Nick Gomez and executive produced by Spike Lee.
New York Cop (1996),Cop Shoot Cop was a noise rock group founded in New York City in 1987.
"Newton Boys, The (1998)","The Newton Boys is a 1998 American Western crime film directed by Richard Linklater, who co-wrote the screenplay with Claude Stanush and Clark Lee Walker."
"Next Karate Kid, The (1994)","The Next Karate Kid is a 1994 American martial arts drama film, and the fourth installment in the Karate Kid franchise, following The Karate Kid Part III (1989)."
"Niagara, Niagara (1997)","Niagara Falls () is a group of three waterfalls at the southern end of Niagara Gorge, spanning the border between the province of Ontario in Canada and the state of New York in the United States."
Nick of Time (1995),Nick of Time is a 1995 American political action thriller film produced and directed by John Badham and written by Patrick Sheane Duncan.
Nico Icon (1995),"Christa Päffgen ([ˈkʁɪsta ˈpɛfɡən]; 16 October 1938 – 18 July 1988), known by her stage name Nico, was a German singer, songwriter, actress and model."
